Type,FiscalYear,OperationID,StartDate1,EndDate1,StartDate2,EndDate2,InProgressDate,Cost,CostCalculated,ApproxPageNumber,Appendix,Offset,FileVolume,FilePart
Operation,1938,19848703844246387,,"October 18, 1937",,,,"$12,843.82",no,660,No,2710829,,I
Operation,1938,19848703844246383,"September 7, 1937","September 14, 1937","October 27, 1937","November 2, 1937",,"$11,914.26",no,650,No,2669874,,I
Operation,1938,19848703844246385,,,,,,"$16,945.49",no,651,No,2671054,,I
Operation,1938,19848703844246378,,,,,,"$72,321.97",no,650,No,2669226,,I
Operation,1938,19848703844246380,,,,,,"$25,486.06",no,650,No,2669610,,I
Operation,1938,19848703844246342,,"December 2, 1937",,,,,no,631,No,2592108,,I
Operation,1938,19848703844246344,,,,,,"$44,514.32",no,631,No,2592203,,I
Operation,1938,19848703844246338,"September 1, 1937","September 4, 1937","June 20, 1938","June 25, 1938",,$4.453.99,no,620,No,2550497,,I
Operation,1938,19848703844246340,"February 2, 1938","February 2, 1938",,,,"$139,649.87",no,629,No,2582020,,I
Operation,1938,19848703844246334,"December 8, 1937","May 12, 1938",,,,"$83,867.38",no,620,No,2549850,,I
Operation,1938,19848703844246336,,,,,,"$1,500",no,620,No,2550187,,I
Operation,1938,19848703844246332,,,,,,"$22,367.58",no,609,No,2506708,,I
Operation,1938,19848703844246359,"February 14, 1938",,,,,"$234,986.62",no,636,No,2608896,,I
Operation,1938,19848703844246361,"December 9, 1937","April 2, 1938",,,,"$553,864.92",no,639,No,2622713,,I
Operation,1938,19848703844246355,,,,,,,no,632,No,2593221,,I
Operation,1938,19848703844246357,,,,,,"$3,111.03",no,636,No,2608276,,I
Operation,1938,19848703844246351,,,,,,,no,631,No,2592964,,I
Operation,1938,19848703844246353,,,,,,,no,631,No,2593034,,I
Operation,1938,19848703844246346,,"June 22, 1938",,,,,no,631,No,2592821,,I
Operation,1938,19848703844246349,,,,,,,no,631,No,2592905,,I
Operation,1938,19848703844246438,"August 14, 1937","September 17, 1937",,,,"$26,510.83",no,715,No,2930987,,I
Operation,1938,19848703844246155,,,,,,,no,434,No,1797391,,I
Operation,1938,19848703844246440,"January 22, 1938","January 23, 1938",,,,$997.65,no,715,No,2931165,,I
Operation,1938,19848703844246434,"August 4, 1937","August 9, 1937",,,,,no,713,No,2922138,,I
Operation,1938,19848703844246436,"December 5, 1937","December 14, 1937",,,,,no,713,No,2922248,,I
Operation,1938,19848703844246161,,,,,,,no,441,No,1825548,,I
Operation,1938,19848703844246430,,,,,,,no,711,No,2913997,,I
Operation,1938,19848703844246432,"February 14, 1938","February 16, 1938",,,,$997.91,no,711,No,2914279,,I
Operation,1938,19848703844246164,,,,,,,no,445,No,1843890,,I
Operation,1938,19848703844246426,"January 21, 1938","March 1, 1938",,,,,no,711,No,2912934,,I
Operation,1938,19848703844246166,,,,,,,no,445,No,1845483,,I
Operation,1938,19848703844246428,,,,,,,no,711,No,2913634,,I
Operation,1938,19848703844246455,"July 1, 1937","June 30, 1938","November 9, 1937","March 29, 1938",,"$3,323,745.17",no,735,No,3018975,,I
Operation,1938,19848703844246457,"January 23, 1938","February 9, 1938",,,,"$9,482.98",no,740,No,3040183,,I
Operation,1938,19848703844246138,,,,,,,no,422,No,1750094,,I
Operation,1938,19848703844246140,,,,,,,no,422,No,1750321,,I
Operation,1938,19848703844246450,"September 1, 1937","October 8, 1937",,,,"$4,975.73",no,724,No,2965386,,I
Operation,1938,19848703844246452,"October 28, 1937","January 6, 1938",,,,,no,726,No,2972944,,I
Operation,1938,19848703844246446,,,,,,"$128,261.49",no,720,No,2947492,,I
Operation,1938,19848703844246146,,,,,,,no,424,No,1760636,,I
Operation,1938,19848703844246448,"December 22, 1937","December 23, 1937",,,,$997.20,no,720,No,2947822,,I
Operation,1938,19848703844246442,"June 1, 1938","June 30, 1938",,,,,no,719,No,2946847,,I
Operation,1938,19848703844246444,August 5,August 13,,,,,no,720,No,2947380,,I
Operation,1938,19848703844246406,"August 22, 1937","September 3, 1937",,,,"$10,290.50",no,700,No,2871868,,I
Operation,1938,19848703844246408,"July 1, 1937","November 23, 1937","July 1, 1937","November 24, 1937",,,no,702,No,2878924,,I
Operation,1938,19848703844246402,"October 15, 1937","November 12, 1937",,,,"$28,595.59",no,692,No,2838019,,I
Operation,1938,19848703844246404,"September 11, 1937","October 14, 1937",,,,"$24,660.89",no,697,No,2857361,,I
Operation,1938,19848703844246398,,"October 14, 1937",,,,"$49,849.40",no,674,No,2764507,,I
Operation,1938,19848703844246400,,,,,,"$14,353.10",no,689,No,2828592,,I
Operation,1938,19848703844246396,,,,,,,no,668,No,2741340,,I
Operation,1938,19848703844246422,"October 17, 1937","December 4, 1937",,,,,no,709,No,2905605,,I
Operation,1938,19848703844246424,"October 20, 1937","January 21, 1938",,,,"$104,000",no,709,No,2905796,,I
Operation,1938,19848703844246418,"June 5, 1938","June 16, 1938",,,,,no,702,No,2879788,,I
Operation,1938,19848703844246420,"August 1, 1937","September 23, 1937",,,,"$29,971.99",no,705,No,2891478,,I
Operation,1938,19848703844246414,"July 1, 1937","January 18, 1938",,,,,no,702,No,2879441,,I
Operation,1938,19848703844246416,"May 4, 1938","May 15, 1938",,,,,no,702,No,2879620,,I
Operation,1938,19848703844246410,"November 24, 1937","April 28, 1938",,,,,no,702,No,2879099,,I
Operation,1938,19848703844246412,"July 1, 1937","December 27, 1937",,,,,no,702,No,2879212,,I
Operation,1938,19848703844246761,"August 30, 1937","September 11, 1937",,,,"$10,953.28",no,609,No,2505964,,I
Operation,1938,19848703844246747,"April 1, 1938","May 12, 1938",,,,"$46,754.20",no,352,No,1464133,,I
Operation,1938,19848703844246749,"March 30, 1938","June 30, 1938",,,,,no,456,No,1892044,,I
Operation,1938,19848703844245818,,,,,,,no,51,No,276113,,I
Operation,1938,19848703844245820,,,,,,,no,54,No,290011,,I
Operation,1938,19848703844245824,,,,,,,no,57,No,299145,,I
Operation,1938,19848703844246763,"February 7, 1938","June 30, 1938",,,,"$90,996.67",no,609,No,2506196,,I
Operation,1938,19848703844246765,,,,,,"$29,188.73",no,668,No,2740781,,I
Operation,1938,19848703844246727,"February 2, 1938",,,,,"$78,355.55",no,314,No,1314300,,I
Operation,1938,19848703844246729,"January 10, 1938","March 21, 1938",,,,"$139,117.71",no,314,No,1314542,,I
Operation,1938,19848703844246723,"November 1, 1937","December 31, 1937",,,,"$94,601.93",no,314,No,1313767,,I
Operation,1938,19848703844246725,,"December 18, 1937",,,,"$107,031.14",no,314,No,1314059,,I
Operation,1938,19848703844246719,,"December 31, 1937",,,,"$18,425.20",no,313,No,1311165,,I
Operation,1938,19848703844246721,"October 28, 1937","December 18, 1937",,,,"$4,566.38",no,313,No,1311430,,I
Operation,1938,19848703844246715,,"February 2, 1938",,,,"$558,700.32",no,313,No,1310648,,I
Operation,1938,19848703844246717,,,,,,"$48,262",no,313,No,1310902,,I
Operation,1938,19848703844246743,"November 11, 1937","December 31, 1937",,,,"$29,580.61",no,350,No,1458194,,I
Operation,1938,19848703844245851,,,,,,,no,87,No,423312,,I
Operation,1938,19848703844246745,,,,,,"$64,560.68",no,352,No,1463901,,I
Operation,1938,19848703844246737,,,,,,"$22,754.35",no,314,No,1315471,,I
Operation,1938,19848703844246731,"November 18, 1937","January 21, 1938",,,,"$41,882.79",no,314,No,1314821,,I
Operation,1938,19848703844246733,"March 28, 1938","April 9, 1938",,,,"$6,893.87",no,314,No,1315011,,I
Operation,1938,19848703844245815,"June 28, 1938","June 30, 1938",,,,"$2,759.52",no,1-5,No,271061,,I
Operation,1938,19848703844245817,"May 18, 1938","May 31, 1938",,,,"$7,605.89",no,51,No,276101,,I
Operation,1938,19848703844245811,,,,,,,no,6,No,11148,,I
Operation,1938,19848703844245813,,,,,,,no,6,No,11233,,I
Operation,1938,19848703844245809,,,,,,,no,,No,4112,,I
Operation,1938,19848703844245810,,,,,,,no,,No,4065,,I
Operation,1938,19848703844246627,"March 9, 1938","May 12, 1938",,,,"$31,649.83",no,124,No,569817,,I
Operation,1938,19848703844246623,"July 28, 1937","August 18, 1937",,,,"$12,552.45",no,121,No,558463,,I
Operation,1938,19848703844246625,"May 16, 1938","June 26, 1938",,,,"$27,379.33",no,121,No,558796,,I
Operation,1938,19848703844246619,"April 2, 1938","April 21, 1938",,,,"$17,609.94",no,106,No,501170,,I
Operation,1938,19848703844246621,,,,,,"$2,691.74",no,117,No,542776,,I
Operation,1938,19848703844246647,September 1,September 20,,,,"$21,507.29",no,196,No,849948,,I
Operation,1938,19848703844246643,"June 9, 1938","June 30, 1938",,,,"$86,645.65",no,196,No,849204,,I
Operation,1938,19848703844245950,,,,,,,no,204,No,878962,,I
Operation,1938,19848703844246635,"June 21, 1937","November 19, 1937",,,,"$58,479.78",no,182,No,797595,,I
Operation,1938,19848703844246637,"October 1, 1937","November 10, 1937",,,,"$28,762.51",no,184,No,804562,,I
Operation,1938,19848703844246601,"May 13, 1938","June 25, 1938",,,,"$62,418.90",no,57,No,299634,,I
Operation,1938,19848703844246595,,,,,,,no,1002,No,4129072,,I
Operation,1938,19848703844246590,,,,,,,no,999,No,4113963,,I
Operation,1938,19848703844246592,,,,,,,no,999,No,4114724,,I
Operation,1938,19848703844246586,,,,,,,no,983,No,4043377,,I
Operation,1938,19848703844246588,,,,,,"$32,691.51",no,984,No,4048703,,I
Operation,1938,19848703844246617,,,,,,"$3,600",no,99,No,472882,,I
Operation,1938,19848703844246611,,"January 14, 1938",,,,"$20,670.42",no,77,No,375077,,I
Operation,1938,19848703844246613,"July 14, 1937","May 13, 1938",,,,"$51,880.01",no,77,No,375365,,I
Operation,1938,19848703844246609,,"January 15, 1938",,,,"$579,521.67",no,75,No,370388,,I
Operation,1938,19848703844246603,"December 21, 1937","February 25, 1938",,,,"$54,116.01",no,61,No,314576,,I
Operation,1938,19848703844246605,"February 8, 1938","June 30, 1938",,,,"$101,554.52",no,64,No,328832,,I
Operation,1938,19848703844246697,"December 15, 1937","January 8, 1938",,,,"$18,487.51",no,304,No,1275685,,I
Operation,1938,19848703844246683,"May 19, 1937","July 23, 1937",,,,"$19,047.80",no,250,No,1051212,,I
Operation,1938,19848703844246685,,"June 18, 1938",,,,"$27,152.92",no,250,No,1051548,,I
Operation,1938,19848703844246711,,"September 18, 1937",,,,"$17,997",no,313,No,1310151,,I
Operation,1938,19848703844246713,,,,,,"$175,350",no,313,No,1310400,,I
Operation,1938,19848703844245882,,,,,,,no,119,No,550024,,I
Operation,1938,19848703844246707,"December 31, 1937","January 29, 1938",,,,"$18,124.11",no,310,No,1297354,,I
Operation,1938,19848703844246709,"February 4, 1938","March 5, 1938",,,,"$19,450.64",no,310,No,1297589,,I
Operation,1938,19848703844246705,,,,,,"$165,900.23",no,310,No,1297124,,I
Operation,1938,19848703844246699,,,,,,"$3,482.92",no,304,No,1275893,,I
Operation,1938,19848703844246701,,,,,,"$58,388.53",no,306,No,1284811,,I
Operation,1938,19848703844245931,,,,,,,no,176,No,774953,,I
Operation,1938,19848703844246659,"April 26, 1938","June 19, 1938",,,,"$336,248.89",no,215,No,917727,,I
Operation,1938,19848703844245932,,,,,,,no,176,No,775027,,I
Operation,1938,19848703844246651,"July 1, 1937","November 3, 1937",,,,"$28,468.10",no,204,No,878743,,I
Operation,1938,19848703844246653,"May 28, 1938","May 28, 1938",,,,"$74,440.23",no,211,No,904686,,I
Operation,1938,19848703844246679,"April 21, 1938",,,,,"$203,695.66",no,249,No,1048778,,I
Operation,1938,19848703844246681,"May 21, 1938",,,,,"$88,809.58",no,249,No,1049410,,I
Operation,1938,19848703844246675,"May 5, 1938","May 24, 1938",,,,"$31,170.43",no,246,No,1036333,,I
Operation,1938,19848703844246677,"March 1, 1937","November 17, 1937",,,,"$94,525.40",no,249,No,1048388,,I
Operation,1938,19848703844245923,,,,,,,no,150,No,677177,,I
Operation,1938,19848703844246673,"October 6, 1937","October 28, 1937",,,,"$60,222.29",no,245,No,1035970,,I
Operation,1938,19848703844245925,,,,,,,no,152,No,682011,,I
Operation,1938,19848703844246667,"July 1, 1937","October 12, 1937",,,,"$21,151.71",no,228,No,966440,,I
Operation,1938,19848703844245990,"September 9, 1935",,,,,"$387,833.19",no,234,No,991285,,I
Operation,1938,19848703844245993,,"August 24, 1937",,,,"$786,760.16",no,234,No,991651,,I
Operation,1938,19848703844245986,,,,,,"$1,889,551.32",no,234,No,989028,,I
Operation,1938,19848703844245988,April 1,,,"June 13, 1938",,"$817,895.01",no,234,No,989265,,I
Operation,1938,19848703844245984,"August 20, 1936","June 18, 1938",,,,,no,234,No,988792,,I
Operation,1938,19848703844245978,,,,,,"$211,986.77",no,233,No,987904,,I
Operation,1938,19848703844245981,"December 27, 1937",,,,,"$999,943.36",no,234,No,988452,,I
Operation,1938,19848703844246585,,,,,,,no,983,No,4043074,,I
Operation,1938,19848703844246587,,,,,,,no,983,No,4043348,,I
Operation,1938,19848703844246589,,,,,,,no,984,No,4048711,,I
Operation,1938,19848703844246591,,,,,,,no,999,No,4113971,,I
Operation,1938,19848703844246593,,,,,,,no,999,No,4114644,,I
Operation,1938,19848703844246594,,,,,,,no,999,No,4114694,,I
Operation,1938,19848703844246596,,,,,,,no,1002,No,4129100,,I
Operation,1938,19848703844245996,,,,,,"$63,934.98",no,235,No,991911,,I
Operation,1938,19848703844245959,,,,,,"$48,267.87",no,215,No,917028,,I
Operation,1938,19848703844245961,"April 7, 1937","July 9, 1937",,,,"$2,726.53",no,220,No,936923,,I
Operation,1938,19848703844245957,"July 1, 1937","October 10, 1937",,,,"$25,750.19",no,215,No,916712,,I
Operation,1938,19848703844245951,"October 3, 1936","May 28, 1938",,,,,no,211,No,904224,,I
Operation,1938,19848703844245947,"May 18, 1938","June 30, 1938",,,,"$31,523.37",no,200,No,865686,,I
Operation,1938,19848703844245949,"April 4, 1938","April 7, 1938",,,,"$2,121.09",no,204,No,878984,,I
Operation,1938,19848703844245975,"August 24, 1936","November 20, 1937",,,,"$370,230.31",no,233,No,987609,,I
Operation,1938,19848703844245972,"January 10, 1938",,,,,"$233,394.16",no,233,No,987227,,I
Operation,1938,19848703844245969,,,,,,"$236,086.33",no,233,No,986626,,I
Operation,1938,19848703844245963,"August 10, 1937","August 10, 1937",,,,"$8,619.87",no,2212,No,942191,,I
Operation,1938,19848703844245965,"July 1, 1937","November 15, 1937","April 5, 1938","June 30, 1938",,"$164,219.02",no,228,No,965965,,I
Operation,1938,19848703844246055,,,,,,"$122,990.09",no,288,No,1208009,,I
Operation,1938,19848703844246541,,,,,,,no,884,No,3617671,,I
Operation,1938,19848703844246052,,,,,,,no,288,No,1207480,,I
Operation,1938,19848703844246047,,,,,,"$280,747.33",no,282,No,1177906,,I
Operation,1938,19848703844246049,,,,,,"$268,579",no,288,No,1206866,,I
Operation,1938,19848703844246042,,,,,,"$6,565.74",no,2791,No,1165306,,I
Operation,1938,19848703844246044,"July 19, 1937","December 15, 1937",,,,,no,282,No,1177821,,I
Operation,1938,19848703844246070,"April 17, 1938","April 23, 1938",,,,"$14,971.71",no,297,No,1247887,,I
Operation,1938,19848703844246523,,,,,,,no,859,No,3515962,,I
Operation,1938,19848703844246072,,,,,,"$41,131.20",no,300,No,1261986,,I
Operation,1938,19848703844246066,,"July 20, 1937",,,,"$18,721.39",no,297,No,1247524,,I
Operation,1938,19848703844246068,"May 18, 1938","May 31, 1938",,,,"$15,705.82",no,297,No,1247753,,I
Operation,1938,19848703844246533,,,,,,,no,874,No,3574227,,I
Operation,1938,19848703844246058,,,,,,"$108,960.42",no,288,No,1208405,,I
Operation,1938,19848703844246061,,,,,,"$382,789.40",no,289,No,1209032,,I
Operation,1938,19848703844246569,,,,,,,no,957,No,3930125,,I
Operation,1938,19848703844246023,"February 10, 1938","February 10, 1938",,,,"$138,951.85",no,253,No,1064880,,I
Operation,1938,19848703844246571,,,,,,,no,957,No,3930449,,I
Operation,1938,19848703844246025,"August 23, 1937","September 15, 1937",,,,"$16,172.92",no,26,No,1091942,,I
Operation,1938,19848703844246573,,,,,,,no,957,No,3930646,,I
Operation,1938,19848703844246575,,,,,,,no,974,No,4005437,,I
Operation,1938,19848703844246577,,,,,,,no,975,No,4008374,,I
Operation,1938,19848703844246014,"August 31, 1936",,,,,"$1,075,843.66",no,249,No,1050438,,I
Operation,1938,19848703844246579,,,,,,,no,975,No,4009058,,I
Operation,1938,19848703844246017,,,,,,"$66,691.80",no,249,No,1050847,,I
Operation,1938,19848703844246581,,,,,,,no,979,No,4025219,,I
Operation,1938,19848703844246011,"August 13, 1936",,,,,"$1,271,247.52",no,249,No,1049779,,I
Operation,1938,19848703844246583,,,,,,,no,979,No,4025912,,I
Operation,1938,19848703844246039,,,,,,,no,2791,No,1164968,,I
Operation,1938,19848703844246555,,,,,,,no,917,No,3761988,,I
Operation,1938,19848703844246557,,,,,,,no,922,No,3783722,,I
Operation,1938,19848703844246034,,,,,,"$8,855.04",no,275,No,1149898,,I
Operation,1938,19848703844246036,,,,,,,no,2791,No,1164771,,I
Operation,1938,19848703844246561,,,,,,,no,950,No,3900033,,I
Operation,1938,19848703844246030,"March 19, 1938",,,,,"$22,913.28",no,275,No,1149460,,I
Operation,1938,19848703844246563,,,,,,,no,950,No,3900211,,I
Operation,1938,19848703844246032,"June   10, 1938",,,,,,no,275,No,1149858,,I
Operation,1938,19848703844246027,"May 10, 1937","July 17, 1937",,,,"$4,988.40",no,270,No,1124629,,I
Operation,1938,19848703844245863,,,,,,,no,102,No,486892,,I
Operation,1938,19848703844245865,,,,,,,no,107,No,502839,,I
Operation,1938,19848703844245859,,,,,,,no,102,No,486529,,I
Operation,1938,19848703844245861,,,,,,,no,102,No,486679,,I
Operation,1938,19848703844245854,"October 27, 1937","December 31, 1937",,,,"$52,400",no,97,No,467144,,I
Operation,1938,19848703844245850,,,,,,"$678,807.15",no,87,No,423343,,I
Operation,1938,19848703844245852,,,,,,"$579,434.50",no,90,No,435599,,I
Operation,1938,19848703844245879,,,,,,,no,116,No,537390,,I
Operation,1938,19848703844245881,"May 17, 1938","May 17, 1938",,,,"$13,734.71",no,119,No,550087,,I
Operation,1938,19848703844245875,,,,,,,no,114,No,531000,,I
Operation,1938,19848703844245877,,"July 7, 1937",,,,"$2,284.56",no,115,No,536116,,I
Operation,1938,19848703844245871,,,,,,,no,112,No,522634,,I
Operation,1938,19848703844245873,"June 1, 1938",,,,,"$1,778.10",no,113,No,529142,,I
Operation,1938,19848703844245867,,,,,,,no,110,No,515812,,I
Operation,1938,19848703844245869,,,,,,,no,112,No,522065,,I
Operation,1938,19848703844245833,,"October 7, 1937",,,,"$30,599.44",no,68,No,341377,,I
Operation,1938,19848703844245823,,"December 22, 1937",,,,"$38,929.79",no,57,No,299132,,I
Operation,1938,19848703844245819,April 1938,April 1938,,,,"$17,213.39",no,54,No,289968,,I
Operation,1938,19848703844245821,"May 13, 1938","June 30, 1938",,,,"$34,033.67",no,54,No,290359,,I
Operation,1938,19848703844245848,,,,,,,no,87,No,423298,,I
Operation,1938,19848703844245842,,"February 8, 1938",,,,"$336,274.57",no,76,No,371583,,I
Operation,1938,19848703844245845,"January 25, 1938","April 8, 1938",,,,"$127,356.60",no,76,No,372150,,I
Operation,1938,19848703844245839,,,,,,"$839,419.63",no,75,No,369408,,I
Operation,1938,19848703844245836,,"May 14, 1938",,,,"$478,238.14",no,75,No,368522,,I
Operation,1938,19848703844245926,"June 21, 1938",,,,,"$1,074.85",no,158,No,708067,,I
Operation,1938,19848703844245928,"March 9, 1938",,,,,"$222,184.16",no,169,No,750944,,I
Operation,1938,19848703844245922,,,,,,"$120,504.18",no,150,No,677200,,I
Operation,1938,19848703844245924,,,,,,"$49,460.04",no,152,No,682000,,I
Operation,1938,19848703844245918,,,,,,,no,141,No,635856,,I
Operation,1938,19848703844245920,,,,,,,no,143,No,642993,,I
Operation,1938,19848703844245915,"March 9, 1938","June 18, 1938",,,,"$23,041.37",no,141,No,634140,,I
Operation,1938,19848703844245943,"June 20, 1938","June 30, 1938",,,,"$8,627.16",no,196,No,849517,,I
Operation,1938,19848703844245945,"January 24, 1938","May 18, 1938",,,,"$83,308.99",no,196,No,850309,,I
Operation,1938,19848703844245939,"December 28, 1937",,,,,"$304,546.36",no,189,No,823844,,I
Operation,1938,19848703844245941,"June 20, 1938","June 30, 1938","May 4, 1938","June 19, 1938",,"$98,042.97",no,189,No,824265,,I
Operation,1938,19848703844245930,"October 4, 1937",,,,,"$14,777.93",no,176,No,774974,,I
Operation,1938,19848703844245933,,"September 23, 1937",,,,"$54,924.59",no,180,No,788835,,I
Operation,1938,19848703844245896,,,,,,,no,128,No,585828,,I
Operation,1938,19848703844245890,"December 11, 1937",Feb,,,,"$25,670.10",no,126,No,576437,,I
Operation,1938,19848703844245893,,"October 14, 1937",,,,"$77,013.97",no,128,No,583787,,I
Operation,1938,19848703844245886,"October 6, 1937","January 30, 1938",,,,"$35,686.47",no,121,No,559150,,I
Operation,1938,19848703844245888,,,,,,,no,122,No,561935,,I
Operation,1938,19848703844245884,"August 16, 1937","August 31, 1937",,,,"$5,590.26",no,121,No,558126,,I
Operation,1938,19848703844245910,"November 30, 1937","January 13, 1938",,,,"$19,556.79",no,138,No,625451,,I
Operation,1938,19848703844245912,"March 7, 1938","March 7, 1938",,,,,no,141,No,633434,,I
Operation,1938,19848703844245906,"December 28, 1937","January 15, 1938",,,,"$8,030.28",no,137,No,620172,,I
Operation,1938,19848703844245908,,,,,,,no,137,No,621241,,I
Operation,1938,19848703844245902,"June 28, 1938",,,,,$539.16,no,135,No,609717,,I
Operation,1938,19848703844245904,,September 1938,,,,,no,135,No,612492,,I
Operation,1938,19848703844245898,,,,,,,no,129,No,586266,,I
Operation,1938,19848703844245900,,,,,,,no,129,No,586448,,I
Operation,1938,19848703844246246,,,,,,"$21,884.62",no,528,No,2167771,,I
Operation,1938,19848703844246347,,,,,,,no,631,No,2592829,,I
Operation,1938,19848703844246248,,,,,,"$20,888.86",no,528,No,2168943,,I
Operation,1938,19848703844246348,,,,,,,no,631,No,2592859,,I
Operation,1938,19848703844246242,"Jan. 1, 1940","June 30, 1940",,,,,no,525,No,2157888,,I
Operation,1938,19848703844246350,,,,,,,no,631,No,2592913,,I
Operation,1938,19848703844246244,"July 1, 1939","Nov. 30, 1939",,,,,no,525,No,2158098,,I
Operation,1938,19848703844246352,,,,,,,no,631,No,2592972,,I
Operation,1938,19848703844246238,July 1938,July 1938,,,,,no,525,No,2157226,,I
Operation,1938,19848703844246354,,,,,,,no,631,No,2593042,,I
Operation,1938,19848703844246240,"July 1, 1938","June 30, 1939",,,,,no,525,No,2157378,,I
Operation,1938,19848703844246264,"July 1, 1937","November 25, 1937","May 22, 1938","June 30, 1938",,,no,534,No,2193470,,I
Operation,1938,19848703844246333,,,,,,,no,609,No,2506719,,I
Operation,1938,19848703844246258,,,,,,,no,532,No,2184173,,I
Operation,1938,19848703844246260,"September 26, 1937","November 30, 1937","June 27, 1938","June 30, 1938",,,no,534,No,2193145,,I
Operation,1938,19848703844246254,"December 1, 1937","December 31, 1937",,,,,no,531,No,2182347,,I
Operation,1938,19848703844246256,,,,,,,no,532,No,2183951,,I
Operation,1938,19848703844246250,"December 1, 1937","December 31, 1937",,,,,no,531,No,2182132,,I
Operation,1938,19848703844246215,July 1938,July 1938,,,,,no,507,No,2088751,,I
Operation,1938,19848703844246379,,,,,,,no,650,No,2669193,,I
Operation,1938,19848703844246217,,,,,,,no,507,No,2088964,,I
Operation,1938,19848703844246211,"March 31, 1938","May 21, 1938",,,,,no,503,No,2074677,,I
Operation,1938,19848703844246213,"Oct. 1, 1938","June 30, 1939",,,,,no,504,No,2075961,,I
Operation,1938,19848703844246206,"January 24, 1938","May 19, 1938",,,,"$41,216.93",no,483,No,1999271,,I
Operation,1938,19848703844246209,"November 5, 1937","December 21, 1937",,,,"$17,519.58",no,489,No,2020167,,I
Operation,1938,19848703844246386,,,,,,,no,651,No,2671061,,I
Operation,1938,19848703844246388,,,,,,,no,660,No,2710793,,I
Operation,1938,19848703844246202,"July 26, 1937","September 11, 1937",,,,"$82,916.68",no,478,No,1977851,,I
Operation,1938,19848703844246391,,,,,,,no,660,No,2711484,,I
Operation,1938,19848703844246204,"May 17, 1938",,,,,"$7,163.58",no,478,No,1978200,,I
Operation,1938,19848703844246232,"December 2, 1937","December 29, 1937",,,,,no,525,No,2155831,,I
Operation,1938,19848703844246226,"September 14, 1937","November 30, 1937",,,,,no,519,No,2132183,,I
Operation,1938,19848703844246229,"August 13, 1937","September 13, 1937",,,,,no,521,No,2139603,,I
Operation,1938,19848703844246366,,,,,,,no,649,No,2664794,,I
Operation,1938,19848703844246224,"July 11, 1937","August 11, 1937",,,,,no,516,No,2123099,,I
Operation,1938,19848703844246219,"July 2, 1937","July 9, 1937",,,,,no,508,No,2093302,,I
Operation,1938,19848703844246372,,,,,,,no,649,No,2666515,,I
Operation,1938,19848703844246375,,,,,,,no,650,No,2668822,,I
Operation,1938,19848703844246221,"August 18, 1937","October 14, 1937",,,,,no,510,No,2098875,,I
Operation,1938,19848703844246374,,,,,,,no,650,No,2668791,,I
Operation,1938,19848703844246310,,,,,,"$3,139.31",no,571,No,2350313,,I
Operation,1938,19848703844246312,,,,,,"$145,904.49",no,579,No,2384079,,I
Operation,1938,19848703844246307,,,,,,,no,571,No,2349973,,I
Operation,1938,19848703844246303,,,,,,"$1,700",no,567,No,2331974,,I
Operation,1938,19848703844246305,"April 8, 1938","May 28, 1938",,,,"$30,864.67",no,569,No,2340109,,I
Operation,1938,19848703844246299,,,,,,"$1,000",no,563,No,2319462,,I
Operation,1938,19848703844246326,,"July 30, 1937",,,,"$53,783.45",no,609,No,2505714,,I
Operation,1938,19848703844246323,"March 9, 1938",,,,,"$68,676.67",no,601,No,2471479,,I
Operation,1938,19848703844246273,,,,,,,no,534,No,2195497,,I
Operation,1938,19848703844246318,,,,,,"$106,910.16",no,587,No,2414454,,I
Operation,1938,19848703844246320,,,,,,"$131,779.12",no,592,No,2435257,,I
Operation,1938,19848703844246314,,,,,,"$396,708.88",no,579,No,2384326,,I
Operation,1938,19848703844246316,,,,,,"$22,666.42",no,583,No,2398570,,I
Operation,1938,19848703844246278,,,,,,,no,538,No,2209434,,I
Operation,1938,19848703844246280,,,,,,"$26,289.58",no,550,No,2264931,,I
Operation,1938,19848703844246274,"July 1, 1937","August 7, 1937",,,,,no,537,No,2207440,,I
Operation,1938,19848703844246276,"Aug. 1, 1938","Dec. 31, 1938",,,,,no,537,No,2209142,,I
Operation,1938,19848703844246270,"July 1, 1938","Aug. 31, 1938",,,,,no,534,No,2195162,,I
Operation,1938,19848703844246272,,,,,,,no,534,No,2195489,,I
Operation,1938,19848703844246325,,,,,,,no,601,No,2471458,,I
Operation,1938,19848703844246324,,,,,,,no,601,No,2471406,,I
Operation,1938,19848703844246266,,,,,,,no,534,No,2193597,,I
Operation,1938,19848703844246268,"July 1, 1938","Aug. 31,   1938",,,,,no,534,No,2194942,,I
Operation,1938,19848703844246295,,,,,,"$8,500",no,563,No,2318956,,I
Operation,1938,19848703844246297,,,,,,"$100,456.79",no,563,No,2319167,,I
Operation,1938,19848703844246291,,,,,,"$37,456.68",no,556,No,2289898,,I
Operation,1938,19848703844246293,,,,,,"$1,000",no,556,No,2290093,,I
Operation,1938,19848703844246286,,,,,,"$67,360.97",no,550,No,2265723,,I
Operation,1938,19848703844246289,,,,,,"$4,430.61",no,552,No,2274429,,I
Operation,1938,19848703844246282,,,,,,"$14,360.88",no,550,No,2265110,,I
Operation,1938,19848703844246311,,,,,,,no,571,No,2350274,,I
Operation,1938,19848703844246284,,,,,,"$26,433.57",no,550,No,2265567,,I
Operation,1938,19848703844246119,"February 23, 1938",,,,,"$133,297.58",no,334,No,1394368,,I
